key,fare_amount
2015-01-27 13:08:24.0000002,8.945036825646337
2015-01-27 13:08:24.0000003,9.319348579992202
2011-10-08 11:53:44.0000002,4.832654652187249
2012-12-01 21:12:12.0000002,7.3277002068560835
2012-12-01 21:12:12.0000003,14.229023009408673
2012-12-01 21:12:12.0000005,10.338001994166648
2011-10-06 12:10:20.0000001,6.131379445705468
2011-10-06 12:10:20.0000003,51.72643850430336
2011-10-06 12:10:20.0000002,12.545648167849665
2014-02-18 15:22:20.0000002,6.508019659147512
2014-02-18 15:22:20.0000003,8.945036825646337
2014-02-18 15:22:20.0000001,16.141086000841216
2010-03-29 20:20:32.0000002,4.905963103838077
2010-03-29 20:20:32.0000001,7.861074571249871
2011-10-06 03:59:12.0000002,8.034588228892042
2011-10-06 03:59:12.0000001,13.4411577973846
2012-07-15 16:45:04.0000006,4.905268355333699
2012-07-15 16:45:04.0000002,10.150931128876943
2012-07-15 16:45:04.0000003,5.088240646138241
2012-07-15 16:45:04.0000004,4.832654652187249
2014-10-29 02:09:56.0000001,6.985319947460903
2014-06-14 13:39:00.00000010,9.156226414834038
2014-06-14 13:39:00.00000060,6.434515462498759
2014-06-14 13:39:00.00000087,8.195801170956244
2014-06-14 13:39:00.00000050,16.609859826147524
2014-06-14 13:39:00.0000003,6.549307230889991
2014-06-14 13:39:00.000000158,36.83005024892141
2014-06-14 13:39:00.00000015,26.07327452264517
2014-06-14 13:39:00.00000073,6.005048932575593
2014-06-14 13:39:00.00000077,14.897642294296327
2014-06-14 13:39:00.000000145,9.959870356726766
2014-06-14 13:39:00.00000079,6.244392462579564
2014-06-14 13:39:00.000000121,5.775967310792698
2014-06-14 13:39:00.00000021,9.959870356726766
2014-06-14 13:39:00.0000005,8.369189646707806
2014-06-14 13:39:00.000000165,7.4229505695861615
2014-06-14 13:39:00.000000184,5.959120294521543
2014-06-14 13:39:00.00000059,6.244392462579564
2014-06-14 13:39:00.00000070,8.152433676766663
2014-06-14 13:39:00.00000068,5.024502529224939
2014-06-14 13:39:00.000000133,19.7306198527428
2014-06-14 13:39:00.000000128,10.048358078457088
2014-06-14 13:39:00.000000136,18.282072831916942
2014-06-14 13:39:00.00000017,8.945036825646337
2014-06-14 13:39:00.000000111,4.832654652187249
2014-06-14 13:39:00.000000115,10.971374270459695
2014-06-14 13:39:00.000000168,5.959120294521543
2014-06-14 13:39:00.00000031,7.068724666115559
2014-06-14 13:39:00.000000116,6.462916379008467
2014-06-14 13:39:00.00000051,5.2474601874510025
2014-06-14 13:39:00.000000193,12.176811322966474
2014-06-14 13:39:00.000000132,12.776418236325693
2014-06-14 13:39:00.000000167,18.525190009630244
2014-06-14 13:39:00.00000044,5.959120294521543
2014-06-14 13:39:00.000000138,6.6887585038828
2014-06-14 13:39:00.00000066,14.897642294296327
2014-06-14 13:39:00.00000063,12.176811322966474
2014-06-14 13:39:00.000000154,10.612777205512936
2014-06-14 13:39:00.00000097,13.151890652446264
2014-06-14 13:39:00.00000067,13.066471025676487
2014-06-14 13:39:00.000000179,7.337366349180881
2014-06-14 13:39:00.00000092,9.419179924512736
2014-06-14 13:39:00.00000029,5.088240646138241
2014-06-14 13:39:00.000000177,5.3343485519648395
2014-06-14 13:39:00.000000192,7.095878171475478
2014-06-14 13:39:00.000000181,6.719388864500696
2014-06-14 13:39:00.000000120,9.630447741910528
2014-06-14 13:39:00.0000008,5.808578861338175
2014-06-14 13:39:00.000000103,4.832654652187249
2014-06-14 13:39:00.00000049,16.609859826147524
2014-06-14 13:39:00.000000108,7.068724666115559
2014-06-14 13:39:00.00000072,5.088240646138241
2014-06-14 13:39:00.000000182,11.253905101434572
2014-06-14 13:39:00.00000061,6.719388864500696
2014-06-14 13:39:00.00000093,9.870829297730968
2014-06-14 13:39:00.000000170,11.825064818436688
2014-06-14 13:39:00.000000147,45.65116860270502
2014-06-14 13:39:00.000000140,4.905268355333699
2014-06-14 13:39:00.000000159,4.832654652187249
2014-06-14 13:39:00.00000012,5.210540741929575
2014-06-14 13:39:00.00000025,6.244392462579564
2014-06-14 13:39:00.000000156,6.462916379008467
2014-06-14 13:39:00.000000152,7.196068547442276
2014-06-14 13:39:00.000000129,9.156226414834038
2014-06-14 13:39:00.000000119,17.57514033047329
2014-06-14 13:39:00.000000118,6.508019659147512
2014-06-14 13:39:00.00000076,4.832654652187249
2014-06-14 13:39:00.000000135,6.601901472605887
2014-06-14 13:39:00.00000023,17.57514033047329
2014-06-14 13:39:00.00000082,9.760355205837392
2014-06-14 13:39:00.000000125,9.561695692437658
2014-06-14 13:39:00.00000075,8.919659288335563
2014-06-14 13:39:00.000000124,7.068724666115559
2014-06-14 13:39:00.000000172,6.508019659147512
2014-06-14 13:39:00.00000024,13.836585393836248
2014-06-14 13:39:00.000000169,13.270423668968974
2014-06-14 13:39:00.00000052,10.563420251973746
2014-06-14 13:39:00.000000161,13.066471025676487
2014-06-14 13:39:00.00000038,7.475903230924855
2014-06-14 13:39:00.00000035,9.525101859300886
2014-06-14 13:39:00.00000053,11.253905101434572
2014-06-14 13:39:00.000000183,7.095878171475478
2014-06-14 13:39:00.000000131,51.72643850430336
2014-06-14 13:39:00.000000180,6.719388864500696
2014-06-14 13:39:00.000000130,9.581439711017156
2014-06-14 13:39:00.00000032,4.832654652187249
2014-06-14 13:39:00.000000148,11.52232616833332
2014-06-14 13:39:00.0000007,9.894331900716292
2014-06-14 13:39:00.00000095,11.00207905204461
2014-06-14 13:39:00.000000144,33.00689112656786
2014-06-14 13:39:00.000000141,33.81680152181387
2014-06-14 13:39:00.000000162,17.85370009544166
2014-06-14 13:39:00.00000018,10.673479044578034
2014-06-14 13:39:00.00000054,9.419179924512736
2014-06-14 13:39:00.00000040,6.244392462579564
2014-06-14 13:39:00.00000096,7.641326013642337
2014-06-14 13:39:00.00000055,21.624129463032354
2014-06-14 13:39:00.000000109,10.511944631392426
2014-06-14 13:39:00.000000151,7.5345599189487755
2014-06-14 13:39:00.00000016,9.630447741910528
2014-06-14 13:39:00.00000062,11.118805357172775
2014-06-14 13:39:00.000000191,9.552156776015146
2014-06-14 13:39:00.00000034,9.419179924512736
2014-06-14 13:39:00.000000160,6.36776567959827
2014-06-14 13:39:00.00000013,6.719388864500696
2014-06-14 13:39:00.000000188,5.088240646138241
2014-06-14 13:39:00.00000086,8.071723867306991
2014-06-14 13:39:00.000000185,10.769827777981295
2014-06-14 13:39:00.00000074,8.44795946352625
2014-06-14 13:39:00.00000022,16.914655041994607
2014-06-14 13:39:00.00000036,5.959120294521543
2014-06-14 13:39:00.000000126,4.992463942151817
2014-06-14 13:39:00.000000190,6.982729508068786
2014-06-14 13:39:00.00000042,6.719388864500696
2014-06-14 13:39:00.000000178,6.508019659147512
2014-06-14 13:39:00.000000163,5.024502529224939
2014-06-14 13:39:00.00000020,11.118805357172775
2014-06-14 13:39:00.00000098,5.959120294521543
2014-06-14 13:39:00.000000114,20.692992275172703
2014-06-14 13:39:00.00000045,7.890971700047066
2014-06-14 13:39:00.00000094,5.088240646138241
2014-06-14 13:39:00.000000146,9.525101859300886
